comment,toxic
I believe I can touch the sky,0.0
Ты из какого века блядь?,1.0
В Ленинградской из Хабаровска,0.0
В спорт зал похожу тогда и зеркало можно. А пока не хочется лицезреть свои жирнинькие бочка.,0.0
"Позвольте узнать, скольких детей вы воспитали, дабы утверждать, что ребенок - это примитивный и легко предсказуемый алгоритм, в котором нельзя - значит нельзя? Удобно все и всегда на воспитание спихивать, вроде я ничего в жизни не добился, но не потому что я нихера делать не хочу, а потому что меня так воспитали, моей вины в этом вообще нет. И родители не виноваты, их тоже так воспитали. Адам с Евой всю ответственность несут, а мы так, по течению плывем. Значит люди, которые имеют проблемы с алкоголем - быдло. Люди, дети которых причинили любой вред чужой собственности - быдло. Но может тогда и люди, которые перестают следить за своим здоровьем и мало двигаются - быдло, ведь они тоже осознают риски? Люди, которые вместо саморазвития приходят домой и смотрят сериальчики, просто потому что им лень что-то делать еще, они тоже быдло, ведь разница с алкоголиками в способе отдохнуть, структурно никакой разницы? Но тогда логичный вопрос, а есть ли НЕ быдло на нашей планете?",0.0
Не дает на 4м свидании-не стоит тратить время.,0.0
"Мне похер на оценки.Всегда пишу то,что думаю.",0.0
"Передайте , который меня в чс кинул, что это не русский портал. То, что тут посты выходят на русском ещё на означает, что он русский. Тут сидят люди с Украины, Беларуси, Казахстана и других стран, в которых разговаривают на русском.",0.0
"А сейчас там ботов больше чем живых, по сути тоже самое",0.0
"Я вообще смысла пассажа не понял. В чем Ваша мысль? Что образование надо дать только платно? Ну ну. А человеческий капитал, общий уровень образования, социализацию и развитие мозга в подростковом возрасте куда? В Англии нормальное среднее образование. Я про Англию и Европу пишу. Тут есть система образования. Среднее образование бесплатно и даётся всем. Это база для получения дополнительной профессии и для ВУЗа. Кто не хочет учиться, использует это среднее для самой простой работы. Система работает.",0.0
Их нужны в холод сразу дожить,0.0
"Я бы на твоём месте аккуратно бы ее поднял и посмотрел, есть ли внизу провода. А вдруг это вход в чей-то бункер под твоими ногами?",0.0
"Мое мнение, что квартал максимум ты протянешь. Сбросишь 30-35кг и потом вернешься до 120кг.",0.0
"Ничего особенного. Вся эта серия убогая и пр клятая. Терпеть их не могу, на ровном месте косячить могу начать.",0.0
"Шеф он и есть шеф. Хоть европейский, хоть японский. В основном им идет нарезка шинковка.",0.0
"Летел из Китая в субботу. Всем пофиг. Причем спросили, а у вас есть батареи в багаже. Я говорю есть - 4 Айфона (кого я обманываю, я нищеброд. 4 китайфона.) Батареи не съёмные. Сказали Окай, что делать то. И повербанк на 20к с собой.",0.0
"Да мне похрен, кто вам что позволяет. И что вы проквакали, мне тоже не интересно.",1.0
"... буксую на месте ... Не ждать же, пока совсем закопается.",0.0
"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру",0.0
"При мне как то бортмех с женой разговаривал, что мол не вылетели потому что лопасти качать надо. Жена видно думала что у него белочка началась",0.0
"Есть и такие на самом деле, только нахуй нужно?",1.0
Тогда просто осуществляется обещанное и девочке гарантирован отличный секс от руководства,0.0
Так может автор фото использовал треногу для фотоаппарата),0.0
"Так и знал, что это здесь будет) Твой куст, какой сорт?",0.0
"Чем дальше читаю комменты, тем сильнее убеждаюсь, что меня в армии по части жратвы 2 года круто наёбывали (",0.0
Фото точно отображает моё состояние на пятый час игры в монополию.,0.0
"Имеется ввиду, что они впервые все 6 встретились за одним столом.",0.0
"Гм, а раньше тупо цепь наматывали.",0.0
Вот что крест гекзаметр животворящий делает!,0.0
"Молодец, коллега, продолжай, пиши ещё))",0.0
спасибо! у меня этот этюд купили еще до начала выставки (вот я удивилась и порадовалась!),0.0
Там вроде оплата безналом была.,0.0
"Вот, теперь понятно. А то сложилось впечатление, что Вы просто сидели на лавочке под деревом, читали книгу и внезапно решили уехать в Швецию :)",0.0
"Не всё так однозначно. Даже если участок приобретен до брака, то строительство дома, подведение коммуникаций и другие модернизации на участке при совместной жизни, увеличивают его стоимость. Даже если дом снесли, узаконенный план строительства все равно увеличивает стоимость участка. И если увеличение стоимости произошло в период брака, то второй супруг при разводе имеет право на часть имущества.",0.0
Но ПЭТ бы различила гной и рак?,0.0
Тиньков! СУКА! Ты по что кредита мне не даешь?! Впрочем...не больно то и хотелось! ....)))),1.0
"С точки зрения пешехода - дичь. С точки зрения водителя (а именно на водителя в автошколе её учили), а так уж она неправа? К сожалению, если пешеход-мудак идет на красный или переходит вне пешеходного, это не дает вам права его сбивать. Собьете - во первых, заипетесь доказывать свою невиновность, во вторых, согласно ГК (ст. 1079), будете обязаны оплатить его лечение и моральный вред ВНЕ ЗАВИСИМОСТИ ОТ ВАШЕЙ ВИНЫ в дтп.",0.0
"То бы 99-ый год прошлого века. Тогда по всяким пустякам милицию не обращались. А сейчас чуть что сразу заяву в полицию, не разобравшись. А там, сегодня, работает много не компетентных людей, которые вообще не любят разбираться в чём-либо...",0.0
"Вот это оперативность.. в ситуации со списанием разобрались - программная ошибка. Но тем не менее, пожалуй, останусь при своём мнении. Согласитесь - безлимитный интернет и платный безлимит для некоторых приложений это всё же разные вещи! Что касается раздачи - мне она не была нужна в принципе. Я понимаю, что это не Ваша вина - жизнь такая, видимо.. в ВК стала платной музыка, у вас пропал безлимит, а молоко разливают по 900.. роуминг ещё не появился внутри РФ?",0.0
"Так победил все-таки толерастный фильм, но без пантеры. ;)",0.0
Как можно успокоиться???!!!?!,0.0
"Удачи на демо экзамене парень) сам на worlskills межотраслевой 4 раза гонял от ОАК,один раз даже на Hi tech пробился)",0.0
"Странно, у нас тоже оборонка в Питере, и чпушники под 50 получают. А инженеры и того меньше))",0.0
А у нас и съезжать с дороги не надо.,0.0
"Кто-нибудь досмотрел до конца, а то мне лень?",0.0
А почему полицаи 23 февраля отмечают? Они ж за немцев были?,1.0
"В частном доме? Поди у вас? Или в санатории каком то или у олигарха. Коих у нас 60-70 , по вашему. Лишь бы тиснуть что нибудь.",0.0
"знаю одного мужика деревенского,у него на заимке тоже был медведь какое то время. рассказывал - когда миша начинал борзеть он ему в пятачок с кулака пробивал, миша на жопку присаживался, вертел головой и уползал на свое место . потом вроде пристрелили его,но это не точно",1.0
"Ещё раз - про оказавшихся в оккупации гражданских я слова не говорил, это ты сам себе придумал.",0.0
Биос не видит хдд и сд-ром . что может быть?,0.0
Именно. А что заминусовали то (,0.0
"Конечно не в нём. Всё дело в отсутствии уравновешенности и возможно адекватности тётки-истерички. А может ПМС, сроки горят и т.д., и т.п.",1.0
"Да не, там просто занято тобой уже",0.0
Коротышка обнаружен! Ща будет акции гигантских растений впаривать.,0.0
В этом году обещают выпустить.,0.0
Такая же ситуация )) вот только я их боись а она как назло ловит и жрет их у меня на виду,0.0
"Я очень верная, я просто флиртую с толпой других мужиков, получаю непристойные предложения и показываю им свое бельё. А муж-то в курсе, какая у него жена верная ? Одобряет?",1.0
"Взял серый s8 за 28к этим летом, всё отлично работает Сейчас его там за 25 отдают, так что варианты всегда есть)",0.0
"О, типичная яжемать что ли? Заказывай еду на дом, нанимай няню, думай. Дорого? Твои проблемы. Решение рожать было твоим. А вот подумать о неудобствах, которые ты создаешь своей коляской в магазинах, где и без того узкие проходы, у яжематери наверное вообще в голову не приходит? Интересно откуда такое мировоззрение берется у некоторых что им все должны?",1.0
Вообще-то отказ встречаться с вами у неё дома или рядом - не показатель. Никто не обязан вас вести туда или сюда. Ояебу следователь нашёлся.,1.0
"Наши точно такие же ненастоящие, если не брать конечно ламповые советские. Детских актеров берут зачастую по знакомству, даже не глядя, и ребенок в кадре не может убедительно засмеяться или заплакать. Да и взрослые часто переигрывают, да так, что становится стыдно, хотя играют они.",0.0
"В Украине 99,9 людей вообще не знают кто он такой, а оставшемуся 0,1 на него пох й. Получается, он делает контент об Украине для российского внутреннего употребления, и ничем не отличается от той же скабеевой и киселёва)",1.0
Вторая конопатая и страшная. А первая хороша,1.0
"И кстати подобайте человеку разумному, не решайте за других, а то я из вашей писанины тоже могу выводы разные делать",0.0
"Погугли как РПЦ беспошлинно сигареты и бухло в РФ завозили, станет все понятно. Ну и плюс налоговые льготы, абсолютное отсутствие внимания со стороны фискальных органов... ЗАО рпц выгодный бизнес.",0.0
", тега паук не хватает, для добавления поста в игнор людям с фобией пауков)",0.0
Кто блеать? Ирландский волкодав? Волкодав блеать стал гончим?,0.0
"у автора настолько скучна своя жизнь, что он лезет в чужую и выносит оную на обсуждение общественности, которой то в принципе по барабану на чужие жизненные перипитии. Все это напоминает говношоу Окна",1.0
"Ну да бог с ними. Или кто там - Будда,Мао?.. В принципе ничего удивительного - китайцы запросто могли стырить спутник. Это на них похоже,как походе на то,что они не смогли кражу скрыть (не очень сообразительный ребята) А то,что это стало отличным поводом вытеснить их с рынка... Ну что ж,тут китайцы подставились... Но в этой сфере у них и собственных заказов с лихвой",0.0
"но тут двое, а там трое. Где ебоболик?",1.0
"У меня никогда не было карманных денег. Первые деньги я заработал на стройке, будучи уже подростком. Буржуи хреновы. Приходилось брать у друзей диски и смотреть только ролики и софт.",0.0
"Типа есть, чем думать. Лично мне жаль, что его не у бало, как следует. На премию Дарвина прямой кандидат.",1.0
А может кто рассказать как происходит прыжок с инструктором. У меня у дочери мечта прыгнуть вот думаю на 18 лет подарок такой сделать. Дико боюсь за неё и думаю что могу передумать делать такой подарок.,0.0
А почему это их так отпугивает?,0.0
По серьезке ребята сцепились?,0.0
Ты слишком долго ходил зимой без шапки.,1.0
"Такая же фигня , утром в 08:00 с зарядки снимаю со 100 , вечером к 19:00 20-30 . Но я связываю факт использования мобильного интернета в 3G и связь в моей местности мягко говоря слабенькая. Redmi Note 4, аппарату чуть больше года.",0.0
"После маски,лицо жмет",0.0
"Учебник , как учебник. Учат на русском языке. И очернение Совка и РИ , никак не влияет на отношения детей. Нормальные люди разделяют государство и людей.",0.0
"У вас что, ночное большевистское обострение?",0.0
"Я тебя огорчу может, но вышло три сезона. Ждем четвертый. И можешь комикс почитать)",0.0
"Это очень важно. Тут недавно функцию пиарили, все теперь могут видеть ваше сохраненное, если захотите. Пока не понятно, чей конкретно был плюс, но над этим работают. Так что просто сообщайте, когда плюсанули.",0.0
"Предсказание того, что жена от тебя уйдет, вероятно основано на нерушимой истине, что все жены спят с боссами своих мужей. Поэтому умный и расчетливый начальник не станет тратиться на молоденьких любовниц; он найдет себе заместителя с красивой и сексуальной женой (желательно без детей)",0.0
"Да там вся линейка омерзительная, от копейки до... кто там флагман ща у Автохлама-веста?",0.0
"это коммерческие компании, что такого в этих цифрах?",0.0
"При том, что вы предлагаете ущемить права детей за поступки их родителей. Это совершеннолетние дееспособные люди, и они не виноваты в том, что их предки выбрали определенную карьеру.",0.0
"Просто приди к ней домой и скажи - ты классная , даввай сходим куда нибудь !",0.0
будет как парень из пузыря,0.0
"Бля, опять это грёбаное сегодня",0.0
Там электролиты что-ли стоят?,0.0
"Пчелы любят нектар, мухи любят говно - значит оба утверждают, что было хорошо и спора никакого нету. Автор этого мема идиот.",1.0
"Ага и вы в ней чужие. Уезжайте, вам тут не рады.",1.0
"Тут без ВВП не обошлось, наверное лично приказ отдавал.",0.0
почему это? можно подробнее?,0.0
"Тот чувак, что ближе к стенке стоит, отважный. Голыми руками капроновый швартовый тянет.:)",0.0
"Что в сарайке стояло(скомунижжено), тем и красили... А звезды красные, тоже галактика виновата?",0.0
А в чем тут оскорбление?,0.0
Ток ма такими термоизлучателями и освещаются жилище. От остального фуфла болят глаза.,0.0
"К этой байке прилагалась байка про глубочайший ожог на груди (от кулона) и пальце (от кольца), которыми Кюри потом щеголяла до конца жизни (недолгой). После этого её закопали в закрытом свинцовом гробу (это уже не байка) и наконец занялись изучением влияния радиации на живые организмы. Твой ход.",0.0
"Встала младая с перстами пурпурными Эос, брату она Гелиосу вновь озарила дорогу. Понял ремесленик славный, зря обратился к гетере. Нужно было нанять творца-летописца Гомера. Что бы в стихах он прославил обувку.",0.0
Стрелочка так-то не поворачивается,0.0
хорошие игрушки! Ручки так и тянутся поиграть.,0.0
"Ходить-то быстро начнешь, но ненадолго. Через 10 лет нужно будет менять, никаких президенских программ уже не будет. А будут ли у тебя через 10 лет деньги на это?",0.0
"Понятное дело, всё интересное он уже собрал с тебя)",0.0
Они включены в следующие части поста :) А пока - ссылки: Трио из Бельвилля -- Иллюзионист --,0.0
"Одному бык пробил подбородок снизу, рог аж через рот вылез. Остальное ниочем.",0.0
"Я извиняюсь, не сразу понял о чем пост. Текст не читал картинки посмотрел, вот и всё. Сообщение нельзя отредактировать.",0.0
"Тут про 9 никто и не говорил, речь о том что надо заниматься реальным производством реальных вещей, а не пытаться по быстрому срубить бабла на пустом месте думая что ты самый хитрожопый.",1.0
"эээ, а при чем тут мужики вообще?",0.0
Ой как там днепровские гаишники меня на взятки крутили...,0.0
"То есть, они ХОТЕЛИ вернуть деньги,, но вы их послали?? Или как",0.0
Нам на укладке так объяснили На истину не претендую) я могу и не знать),0.0
"А то книга шедевр. не люблю этого, но - не читал, но осуждаю.",0.0
Т.е. можно смело всех мясоедов называть неандертальцами ? :),0.0
"в голове звучало что-то вроде да давай дома посидим в уюте, интернетик полистаем, поиграем во что-нибудь но ведь это действительно лучше, чем куда-то ходить)",0.0
"от вас не было ни одного комментария по поводу ребёнка. Как он мог не проснуться? Если ваша сестра живет в коммуналке, то почему не звала на помощь? Мне кажется, недопустить преступление гораздо важнее сна ребёнка.",0.0
ее можно вставить в смартфоны в лоток с двумя симкартами,0.0
Ничего он не узнал )),0.0
"Да, и папаху на голову (пусть твоя на завтрашнее 23-е подарит) надо, с красной лентой наискось.",0.0
"Я не про закон. Кроме закона есть методы, не включающие насилие. Например дискредитировать при помощи cgi. Или слить ему инфу по закладке, а копам инфу про мальчугана. Или спровоцировать конфликт с другим несовершеннолетним, который окажется боксером без особых примет. Или облить нечаянно парня из ведра с говном, извиниться и быстро свалить. Ненасильственные методы.",0.0
"Пешеход не является опасностью в дорожном движении, у него ни массы ни скорости не хватит что бы навредить автомобилю или ещё кому. Вот вышел пешеход на дорогу - какой вред он приносит просто не спеша переходя её? - никакого. А какой вред наносит пешеход когда его сбивает автомобиль? - тоже никакого, потому что сбивает автомобиль и вред наносится автомобилем пешеходу. Вот и получается что пешеходов тупо не за что штрафовать, они же не вредят. А вот тех кто вредит надо и штрафовать и налогами нагружать по полной. Чип в башку и глонас на запись, чтоб штрафы не пропадали...",0.0
"Хоть и поздно, но традицию нарушать нельзя.",0.0
мы как то просверлили дыру под воду .... но воды не обнаружили и вот тогда я взял и на табличку написал говори с ним ..... он тебя слышит и стрелку вниз нарисовал с месяц наблюдали картинку . как сначала один два человека в день останавливались и озираясь разговаривали с ... дырой в грунте прошла неделя и очередь ....... для идиотов главное цель указать стрелкой они и пойдут это было в далёком 1982 году вот думаю может там до сих пор люди приходят поговорить с дырой в земле ?,0.0
"Вот, кстати, да, очень похоже",0.0
"уж не занимался ли братец торговлей специально приготовленным растением, тетрагидроканнабиол содержащий?",0.0
"Прочитай все, что я написал, если не поймешь, прочитай еще раз, потом подумай, потом пиши.",1.0
"Все просто, воровать надо вагонами. Подделал проездной, нна тебе срок, поддел документы на несколько лямов, какое мошенничество, вы что.",0.0
"Конечно. В таком случае, очень рад за вашего оператора, что при должной подготовке он может работать на полную силу, не сдерживаясь и это обоим приносит удовольствие)",0.0
"Сдаётся мне, что процентов 80 в написанном - лютый пиздеж",1.0
вот бы столько и правда прожить...,0.0
"Последнее время мужики прямо бегут к месту, особенно с 20-40 лет, я прямо умиляюсь) сама никогда не сажусь, так проще и никого ни в чем обвинять не придется)",0.0
"а за что минус? внештатный специалист это кто? кто не работает в штате. то есть не работает в минздраве. я тоже не работаю в минздраве. могу назвать себя внештатным специалистом и наговорить любой ерунды. лайф написал, а потом этот бред еще по телекам покажут.",0.0
"Врагу не пожелаешь такой неуверенности и нерешительности как у меня, из за этого вся жизнь наперекосяк ни личной жизни, ни друзей, сплошные комплексы и одиночество, на этом фоне развелась депрессия. Помогите, не дайте мне умереть, все к этому и идёт",0.0
"Вчерась пацан лет 8 в магазине телефон сует продавцу что бы та считала карту магазина,та охуев от 10 Айфона спрашивает- это мамы телефон?! ,пацан говорит- нет,мой и удаляется с корешем в даль есть купленные печеньки, ещё и чеки взяли сорванцы,я конечно тоже в ахуе был...",0.0
О какой эффективности вы говорите? Неужели нельзя поныть даже в интернете? Зачем он тогда нужон?,1.0
"Не то, чтобы раздражают.. Это как при задержании: всё что ты скажешь, будет обращено против тебя. Дамочки знают о моём статусе, пробили мои возможности, но тем не менее, посягаются на святое в локальной морали - на семью. 1. Вопрос - с какой целью? Реально цели бывают разными, не всегда итог: создать ячейку вот именно с этим представителем.. Если интересуются, как человеком с твоим внутренним миром и прочим - сразу отказ. Иначе затянет, придётся выкручиваться. Если решить что-то, или разбить семью - ну.. Могу поиграть, пойти на встречу. Переспать? - легко, но вот продолжения не будет. Естественно, за то, что воспользовался тем, что предложили - требует оплаты. Мыж в век рынка живём. Если пытаются крутить - резкий разрыв любых отношений. Я то перед молодой женой - в любом случае оправдаюсь, да и нет такой доказательной базы. А вот хитровыдуманной может быть худо. В то, что девушку на 20 лет моложе меня может заинтересовать моё тело, или, скажем, навыки секса, я не верю. И даже если это будет так - сразу 1 пункт, не дай бог привяжусь к такой извращенке. Одна есть уже. Но, если я вдруг и привяжусь - буду часть того, что имею отдавать. За всё нужно платить. Хотя я за разовые акции, а не за долговременные обязательства. Теперь про ресурсы. В первом браке я был монахом. Ни ни. Мораль не давала, хотя бабло и возможности были уже тогда. Когда встретил настоящую жену - всё было вообще шикарно, чтоб не тормозить на ней. Но привязался к ней. И кобелить, мне в жопе шила нет. Просто, как вы точно заметили - сам внимание привлекаешь. Ну, раз-два в год кто-то и решается. Приходится принимать решение. Короче - я плачу, значит и музыку в отношениях заказываю я. А вот один из моих помощников 19 лет - спортсмен, красавец, язык подвешен, гроза девчонок - он сразу себя вёл, как я сейчас. Ну так и ресурсы у него сразу были. Природные. Извиняюсь, за сумбур, возможно не ответил чётко. Но на медовую ловушку я уже пойман. Остальные женщины - только тела. С проблемами, но без души. Для меня.",1.0
"Остается надеяться, что там дружелюбные соседи и много места для парковки.",0.0
"Да, вся страна ебашит на зарплатах меньше 50 тысяч и их все устраивает",0.0
"чушь какая то, куда отделить, кому отделить",1.0
"ну разве что в очень светлой градации серого. Но я тогда об этом не подумал. А принтеры, которые были мне тогда доступны, были монохромными. Хотя, признаться, начерталка мне давалась легко, ибо мать - проектировщик. Всё разъясняла и показывала :)",0.0
"Я, как-то думал, что из моих слов это будет понятно. Простите великодушно, если не уразумел, что не все поймут мой посыл.",0.0
"Приветствую! Растягивание на весь экран - стандартный эффект полноэкранного режима. На самом деле эта гифка одинаково шакальна и на ПК, и на смарте. Просто На смарте они становятся одного размера, а на ПК ваша - меньше. Пруф:",0.0
"Да хватит ныть то уже,ни когда это не закончится! Есть только один выход,самому добраться до кормушки ! Так что люди,не обманывайте себя! ps: да,я пессимист :)",0.0
Это больше похоже на правду,0.0
"Хэллоуин 2018 года ведь шлак полный, и оценка у него 5.8.",1.0
ясно ......Просто сколько раз видел у нас на базе ремонта все двигатели через вверх и тут на тебе,0.0
"Подводные лодки будут не нужны, наши славные ракеты из любой точки нашей великой Родины достанут до всех супостатов. Скорее бы !!!",0.0
"Не надо лезть в дела Бога, если в своих разобраться не можем",0.0
"это не обязательно для живых, бывает когда памятник не на что поставить уже несколько лет...",0.0
Зачем тут тогда разговариваешь? Жалко что ты вообще родился...,1.0
во-во. побочки в одиссее явно подтянули. намного интереснее проходить и так остро уже этот гринд не ощущается.,0.0
"1048576мб поделить на 40 26214, впечатляет",0.0
"Я когда мехом и кожей стал заниматься, то сперва в эту отрасль вник и только потом бросил основную работу. А так да, первое время крайне тяжко.",0.0
"Какой алгоритм, блядь? Отправил жалобу на бан и модератор подтвердил бан",0.0
"Не не, с вокзала только вызывать местную службу такси. Номер пробивается в интернете заранее. А автобус ещё дешевле. Надеюсь, с развитием интернета эта мошенническая профессия - вокзальный бомбила - доживает последние дни. Нахуй этих ушпырков, никто по ним скучать не будет.",1.0
Ты сам вообще задумывался над тем что тут написано? Или просто скопипастил?,1.0
"Ну не буду по выпаду насчет Путина отвечать - смысла нет, а вот начнет того, что у Украины есть шанс вылезти - он есть. При условии возвращения всё в зад. Посадки бандероублюдков, налаживания связей с Россией и возврат к уровню жизни при Януковиче - хотя бы.",1.0
Сходила посмотрела на чашечку - оказалась баварского производства),0.0
"Круто ответил) отсутствие запятых подчеркивает твою глупость, но ты сейчас придумай какой-нибудь остроумный ответ, чтобы твоя жалкая жизнь стала чуть лучше за счёт снимого самоутверждения)",1.0
"Пашка на самом деле Денис Добровольский. Эт так, к слову.",0.0
А дева на первом фото тоже из глины?),0.0
"Для детей. Совсем другая атмосфера, им очень нравится. Это, можно сказать, стало нормой во всём мире очень давно.",0.0
"А я не правду написал?! И с чего ты сделал такой вывод? Вот объективно? Я что-то подобное утверждал? Или ты знаешь меня, что делать выводы о моих навыках? Или это прям реально круто- за 10-20-30 лет научиться бросать вермишель в котел, слегка её закручивая?",1.0
от жешь... живут же люди.,0.0
"Да. Левый сосок на левой сиське, на левой фотке.",0.0
не бойся так точно останешься в живых,0.0
"У меня в жизни таких сильных рук не было) кстати, оч советую фитбол - можно на нем сидеть с мелким на руках и качаться, эффект почти как от ходьбы. Сидеть на стуле, понятное дело, не разрешает) вот заказала гель, вечером муж привезет. Попробуем.",0.0
Яхту олигарха так просто не раскачаешь. На них компенсаторы качки стоят.,0.0
"Да ладно, что раньше выпускали исключительно идеальных специалистов? Я что-то не помню, судя по моим старшим товарищам, процент отсидевших за диплом не такой и меленький. И потому мня просто вопрос, де допускаете ли Вы то, что , например, данный пост может быть написан с телефона, где излишне ретивый Т9 немного коверкает смысл и не всегда есть возможность исправить? Опечатки и на обычном компьютере случаются и не всегда есть возможность вычитать текст перед его публикацией. По моему, пост написан вполне нормально. Или я ошибаюсь, если да, то поправьте меня.",0.0
"играться то че не так, судя по фото видео они не массивнее обычных vr шлемов. по десять часов конечно как за компом не посидишь, но час-два норм",0.0
"Сначала покраска 1 год в пяти фирмах, учился красить. 3 года красил мебельные фасады в своей говномалярке . Сейчас легче.",0.0
вы описали как надо эксплуатировать SSD для долгой работы,0.0
"Это где я написал, что собака не виновата?!? Тут как с детьми - как воспитали, такой результат и получили. Но за детей кто в первую очередь несёт ответственность? Так что в любом случае вначале надо п..здить хозяина, а уж потом думать, что с собакой делать.",1.0
"Почему нельзя? Где? Вы всегда пронесёте бутылку воды на борт, да и не воды. Купите ее после досмотра, в чистой зоне.",0.0
25 лет в Копейске прожил.,0.0
какие ваши доказательства !?,0.0
США так и делали во время 2-й мировой... обогатились хорошо,0.0
В чем проблема организовывать опросы и голосования на счет того кто и сколько чего хочет? Проблема в том что хотелки меняются.,0.0
"Эх а в северодвинске, эра концертов завяла.",0.0
"Я интересуюсь, я скорей всего моложе тебя, но я уже понял что внятно отвечать ты не способен. Наслаждайся капитализмом, Вася.",1.0
